chara,name,input,damage,startup,active,recovery,attribute,type,frameAdv
Kuon,"Mantle of Nothingness",623C,,23,4,34,Strike,special,-18
Kuon,"Mantle of Nothingness (Air)",j623A,,28,15,23,Strike,special,"-20 ~ -9"
Kuon,"Mantle of Nothingness (Air)",j623B,,39,5,23,Strike,special,-10
Kuon,"Mantle of Nothingness (Air)",j623C,,26,4,34,Strike,special,-18
Kuon,"Smart Steer",5A+B,,,,,Strike,other,
Kuon,"The Silent Orchard of the Abyss",41236D,3442,15,6,55,Strike,super,-32
Kuon,Throw,A+D,1635,4,,,,other,
Kuon,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Kuon,"Void-Piercing Shadow",236A,818,12,4,29,Projectile,special,-7
Kuon,"Void-Piercing Shadow",236B,870,20,4,29,Projectile,special,-7
Kuon,"Void-Piercing Shadow",236C,1769,10,8,24,Projectile,special,"-1 ~ +3"
Kuon,"Void-Piercing Shadow (Air)",j236A,,13,4,"Until Landing",Projectile,special,
Kuon,"Void-Piercing Shadow (Air)",j236B,,21,4,"Until Landing",Projectile,special,
Kuon,"Void-Piercing Shadow (Air)",j236C,,10,8,"Until Landing",Projectile,special,
Kuon,"Vortex of Chaos",22A,,14,12,20,Projectile,special,-6
Kuon,"Vortex of Chaos",22B,,14,12,18,Projectile,special,-4
Kuon,"Vortex of Chaos",22C,,19,24,8,Projectile,special,+12
Kuon,"Vortex of Chaos",236A~X,980,14,12,27,Projectile,special,-6
Kuon,"Vortex of Chaos",236B~X,980,14,12,27,Projectile,special,-4
Kuon,"Vortex of Chaos",j236X~X,,14,12,"Until Landing",Projectile,special,
Kuon,"Vortex of Chaos (Air)",j22A,,18,12,11,Projectile,special,+3
Kuon,"Vortex of Chaos (Air)",j22B,,18,12,11,Projectile,special,+3
Kuon,"Vortex of Chaos (Air)",j22C,,19,24,"Until Landing",Projectile,special,"-1 ~ +20"
Kuon,"Whirlpool of Omens",214A,,34,,,Projectile,special,+19
Kuon,"Whirlpool of Omens",214B,,25,,,Projectile,special,+18
Kuon,"Whirlpool of Omens",214C,,15,,,Projectile,special,+60
Kuon,"Whirlpool of Omens (Increase)",214[A],,40,,,Projectile,special,+25
Linne,,2A,160,5,2,12,Strike,normal,-2
Linne,,2AA,160,5,2,12,"Strike, Foot",normal,-2
Linne,,2B,410,8,2,,"Strike, Foot",normal,-6
Linne,,2C,600,11,6,22,"Strike, Foot",normal,-10
Linne,,5A,185,5,2,12,Strike,normal,-2
Linne,,5B,410,6,4,13,Strike,normal,-2
Linne,,5C,695,12,5,21,Strike,normal,-7
Linne,,5CC,550,13,3,19,Strike,normal,-5
Linne,,5C[C],800,25,3,23,Strike,normal,-9
Linne,,66B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;300x3&quot;&gt;(816)&lt;/span&gt;",9,3,12,Strike,normal,-1
Linne,,66C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;300x2, 500&quot;&gt;(932)&lt;/span&gt;",12,4,19,Strike,normal,-4
Linne,,6B,420,7,2,18,Strike,normal,-4
Linne,,j2B,330,13,"until landing",,"Strike, Head",normal,0~-9
Linne,,j6B,390,9~14,4,,"Strike, Head",normal,-10~+8
Linne,,j6[B],470,16,5,14,"Strike, Head",normal,-8~+14
Linne,,jA,130,7,2,,"Strike, Head",,-2~+9
Linne,,jB,390,8,3,,"Strike, Head",normal,-4~+12
Linne,,jC,570,12,4,,"Strike, Head",normal,-7~+13
Linne,"Chaotic Mist",214C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;193x7, 1050&quot;&gt;(2033)&lt;/span&gt;",4+3,4(12)3(8)2(8)2(7)2(4)3(4)5,7,Strike,special,+4
Linne,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Linne,"Dancing Leaf",X~66,-,-,-,26,-,special,-
Linne,"Dancing Wings",j236X~66,-,,,,-,special,-
Linne,"Divine Blaze",A+B+C+D,3810,1+14,2,51,Strike,super,-25
Linne,"Divine Chains",B+C~X,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;320, 280x2, 418&quot;&gt;(1298)&lt;/span&gt;","10&lt;br&gt;&#039;&#039;&#039;Successful Dodge:&#039;&#039;&#039; 3",2,28,Strike,other,-14
Linne,"Dragon Fang (A)",j63214A,1080,24,3,26,Dive,special,-2
Linne,"Dragon Fang (B)",j63214B,1080,24,3,27,Dive,special,-3
Linne,"Dragon Fang (C)",j63214C,1720,4+9,3,24,Dive,special,+1
Linne,"Elusive Flash",B+C,-,-,-,,,other,-
Linne,"Elusive Flash",B+C,-,-,-,,,other,-
Linne,"Fifth Scattering",214X~B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;320x2, 450&quot;&gt;(1090)&lt;/span&gt;",8,2(9)3(10)4,17,Strike,special,-5
Linne,"Flying Swallow (A)",22A,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;580x2&quot;&gt;(1049)&lt;/span&gt;",23,3,20,Strike,special,-3
Linne,"Flying Swallow (B)",22B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;660x2&quot;&gt;(1181)&lt;/span&gt;",26,3,19,Strike,special,-3
Linne,"Flying Swallow (Increase)",22[B],"240, 420","34&lt;br/&gt;&#039;&#039;&#039;Hitstun:&#039;&#039;&#039; 20",7(7)4,15,Strike,special,-9
Linne,"Fourth Scattering",214X~A,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;320x2&quot;&gt;(640)&lt;/span&gt;",8,1(11)3,16,Strike,special,-1
Linne,"Ghastly Wail",236X~B+C,1060,23,4,23,Strike,special,-1~+1
Linne,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Linne,"Moon Gyre (A)",623A,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;600, 810&quot;&gt;(1369)&lt;/span&gt;",5,8,29,Strike,special,-15
Linne,"Moon Gyre (B)",623B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;280x5, 280&quot;&gt;(1568)&lt;/span&gt;",6,11(13)1,38,Strike,special,-36
Linne,"Rending Moon Gyre",623C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;170x4, 170x3, 250x3&quot;&gt;(1826)&lt;/span&gt;",4+1,12(9)5,48,Strike,special,-49
Linne,"Sixth Scattering",214X~C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;320x3, 450&quot;&gt;(1410)&lt;/span&gt;",8,2(9)3(10)4(10)2,23,Strike,special,-9
Linne,"Sky Fang (Air A)",j236A,810,21,10,,"Strike, Projectile",special,"+6~+15&lt;br&gt;&#039;&#039;&#039;Air dash cancel:&#039;&#039;&#039; -35~-19&lt;br&gt;"
Linne,"Sky Fang (Air B)",j236B,810,18~26,10,,"Strike, Projectile",special,"+3~+12&lt;br&gt;&#039;&#039;&#039;Air dash cancel:&#039;&#039;&#039; -35~-22&lt;br&gt;&#039;&#039;&#039;Maximum delay:&#039;&#039;&#039; +11~+20"
Linne,"Sky Fangs (A)",236A,810,21,10,14,"Strike, Projectile",special,"-2~+7&lt;br&gt;&#039;&#039;&#039;Dash cancel:&#039;&#039;&#039; -7~+2&lt;br&gt;&#039;&#039;&#039;Roll cancel:&#039;&#039;&#039; -10~-1"
Linne,"Sky Fangs (Air Increase)",j236[B],"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;620x2&quot;&gt;(985)&lt;/span&gt;",30,5(4)4,,"Strike, Projectile",special,"+7&lt;br&gt;&#039;&#039;&#039;Air dash cancel:&#039;&#039;&#039; -26"
Linne,"Sky Fangs (B)",236B,810,12~16,10,24,"Strike, Projectile",special,"-12~-3&lt;br&gt;&#039;&#039;&#039;Dash cancel:&#039;&#039;&#039; -7~+2&lt;br&gt;&#039;&#039;&#039;Roll cancel:&#039;&#039;&#039; -10~-1"
Linne,"Sky Fangs (Increase)",236[B],"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;620x2&quot;&gt;(985)&lt;/span&gt;",25,5(2)4,,"Strike, Projectile",special,"-4&lt;br&gt;&#039;&#039;&#039;Dash cancel:&#039;&#039;&#039; -2&lt;br&gt;&#039;&#039;&#039;Roll cancel:&#039;&#039;&#039; -5"
Linne,"Soaring Dragon",66B+C,810,11,5,16,Strike,other,-4
Linne,"Soaring Swallow",22C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;400x3, 810&quot;&gt;(2010)&lt;/span&gt;",4+15,4,20,Strike,special,-8
Linne,"Steer Ender",5A+B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;480x2, 1180&quot;&gt;(1663)&lt;/span&gt;",4+4,5(21)4,18,Strike,other,-4
Linne,"Tenacious Mist (A)",214A,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;408x2&quot;&gt;(816)&lt;/span&gt;",9,1(9)4,12,Strike,special,-1
Linne,"Tenacious Mist (B)",214B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;418x2&quot;&gt;(836)&lt;/span&gt;",11,1(11)3,16,Strike,special,-5
Linne,"The Diviner",41236D,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;440x4, 250x3, 440, 135x16&quot;&gt;(3566)&lt;/span&gt;",1+7,"14, (8), 8, (8), 8, (8), 19, (17), 6, (9), 80",,Strike,super,+31
Linne,Throw,A+D,1635,4,3,24,Throw,other,"+16 (on hit)"
Linne,"Twin Sky Fangs",236C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;510x5&quot;&gt;(1734)&lt;/span&gt;",4+11,15,3,"Strike, Projectile",special,"+27~+54&lt;br&gt;&#039;&#039;&#039;Dash cancel:&#039;&#039;&#039; +27~+47&lt;br&gt;&#039;&#039;&#039;Roll cancel:&#039;&#039;&#039; +32~+44"
Linne,"Twin Sky Fangs (Air)",j236C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;510x5&quot;&gt;(1734)&lt;/span&gt;",4+7,15,,"Strike, Projectile",special,"+14~+67&lt;br&gt;&#039;&#039;&#039;Air dash cancel:&#039;&#039;&#039; -27~+36"
Linne,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Linne,Whirlwind,66~6A+B,,,,,,normal,
Linne,"Wolf Howl (1)",6C,600,12,6,18,Strike,normal,-8
Linne,"Wolf Howl (2)",6CC,610,13,4,22,Strike,normal,-8
Linne,"Wolf Howl (3)",6CCC,620,21,5,25,Strike,normal,-10
Londrekia,,2A,150,6,2,12,Strike,normal,-2
Londrekia,,2B,490,10,3,18,Strike,normal,-5
Londrekia,,2C,650,11,4,25,Strike,normal,-11
Londrekia,,3C,790,12,4,22,Strike,normal,-8
Londrekia,,4C,744,15,4,24,Strike,normal,-12
Londrekia,,4CC,620,19,7,20,Strike,normal,-6
Londrekia,,5A,190,6,2,13,Strike,normal,-3
Londrekia,,5B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;470 (240*2)&quot;&gt;470&lt;/span&gt;",9,4,22,Strike,normal,-5
Londrekia,,5BB,760,10,3,30,Strike,normal,-9
Londrekia,,5C,680,12,4,21,Strike,normal,-7
Londrekia,,66B,960,16,2,23,Strike,normal,-6
Londrekia,,66C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;896 (490*2)&quot;&gt;896&lt;/span&gt;",14,4,24,Strike,normal,-7
Londrekia,,6B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1039 with debuff&quot;&gt;790&lt;/span&gt;",28-40,44,,Strike,normal,+28
Londrekia,,j3B,520,12,5,12,Strike,normal,Varies
Londrekia,,j3[B],570,18,5,12,Strike,normal,Varies
Londrekia,,jA,140,8,5,14,Strike,normal,Varies
Londrekia,,jB,430,11,4,17,Strike,normal,Varies
Londrekia,,jC,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;623 (330*2)&quot;&gt;623&lt;/span&gt;",12,3,19,Strike,normal,Varies
Londrekia,,j[C],"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;718 (380*2)&quot;&gt;718&lt;/span&gt;",22,4,16,Strike,normal,Varies
Londrekia,"Circular Step (A)",214A,620,17,2,18,"Strike, Foot",special,-2
Londrekia,"Circular Step (B)",214B,740,13,2,23,Strike,special,-7
Londrekia,"Circular Step (C)",214C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;984 (510*2)&quot;&gt;984&lt;/span&gt;",19,"3, (3), 2",20,"Strike, Head",special,-4
Londrekia,"Circular Step (Increase A)",214[A],650,21,3,17,"Strike, Foot",special,-2
Londrekia,"Circular Step (Increase B)",214[B],780,25,2,23,Strike,special,-7
Londrekia,"Circular Step (Increase C)",214[C],"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1032 (535*2)&quot;&gt;1032&lt;/span&gt;",28,"3, (3), 2",20,"Strike, Head",special,-4
Londrekia,"Circular Step: Cross Sequence (Increase ※1)",214X~[B],820,24,2,23,Strike,special,-7
Londrekia,"Circular Step: Cross Sequence (Increase ※2)",214X~X~[B],"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1137 (840, 350)&quot;&gt;1137&lt;/span&gt;",24,2,26,Strike,special,-10
Londrekia,"Circular Step: Cross Sequence (※1)",214X~B,790,14,2,23,Strike,special,-7
Londrekia,"Circular Step: Cross Sequence (※2)",214X~X~B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1117 (820, 350)&quot;&gt;1117&lt;/span&gt;",14,2,26,Strike,special,-10
Londrekia,"Circular Step: Hydro Blading (※1)",214X~X,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;744 (390*2)&quot;&gt;744&lt;/span&gt;",9,"3, (21), 5",16,Strike,special,-3
Londrekia,"Circular Step: Hydro Blading (※2)",214X~Y~Y,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;738 (395*2)&quot;&gt;738&lt;/span&gt;",7,"3, (21), 5",21,Strike,special,-8
Londrekia,"Circular Step: Outer Edge (Increase ※1)",214X~[A],690,21,3,17,"Strike, Foot",special,-2
Londrekia,"Circular Step: Outer Edge (Increase ※2)",214X~X~[A],"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1014 (710, 350)&quot;&gt;1014&lt;/span&gt;",20,3,17,"Strike, Foot",special,-2
Londrekia,"Circular Step: Outer Edge (※1)",214X~A,650,17,2,18,"Strike, Foot",special,-2
Londrekia,"Circular Step: Outer Edge (※2)",214X~X~A,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;994 (690, 350)&quot;&gt;994&lt;/span&gt;",17,2,18,"Strike, Foot",special,-2
Londrekia,"Circular Step: Serpentine Tail (Increase ※1)",214X~[C],"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1142 (595*2)&quot;&gt;1142&lt;/span&gt;",29,"3, (3), 2",20,"Strike, Head",special,-4
Londrekia,"Circular Step: Serpentine Tail (Increase ※2)",214X~X~[C],"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1436 (595*2, 350)&quot;&gt;1436&lt;/span&gt;",25,"3, (3), 2",30,"Strike, Head",special,-14
Londrekia,"Circular Step: Serpentine Tail (※1)",214X~C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1021 (535*2)&quot;&gt;1021&lt;/span&gt;",19,"3, (3), 2",20,"Strike, Head",special,-4
Londrekia,"Circular Step: Serpentine Tail (※2)",214X~X~C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1369 (560*2, 350)&quot;&gt;1369&lt;/span&gt;",19,"3, (3), 2",30,"Strike, Head",special,-14
Londrekia,"Cocytus Ice Prison",A+B+C+D,3750,1+14,2,51,Strike,super,-25
Londrekia,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Londrekia,"Frozen Cleave",B+C,840,12,4,37,Strike,other,-23
Londrekia,"Frozen Cleave",B+C,840,12,4,37,Strike,other,-23
Londrekia,"Frozen Cleave: Bisect",B+C~X,840,16,7,37,Strike,other,-15
Londrekia,"Frozen Cleave: Bisect",B+C~X,840,16,7,37,Strike,other,-15
Londrekia,"Frozen Spire (A)",236A,818,14,11,22,Projectile,special,-7
Londrekia,"Frozen Spire (B)",236B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1099 (390*3)&quot;&gt;1099&lt;/span&gt;",33,19,8,Projectile,special,+9
Londrekia,"Frozen Spire (C)",236C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1681 (355*6)&quot;&gt;1681&lt;/span&gt;",8,30,29,Projectile,special,+17
Londrekia,"Frozen Spire (Increase B)",236[B],"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1128 (400*3)&quot;&gt;1128&lt;/span&gt;",33,18,4,Strike,special,+16
Londrekia,"Frozen Vine",236B+C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;2143 with debuff&quot;&gt;1952&lt;/span&gt;",20,,,Object,special,+32
Londrekia,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Londrekia,"Hail Storm",41236D,3401,15,"5 (5) 150",54,,super,-30
Londrekia,"Ice Coffin","&quot;Hit with Freeze&quot;","&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;Actual damage will always be lower due to scaling.&quot;&gt;283*&lt;/span&gt;",-,"Opponent trapped for base 72 frames",-,,special,-
Londrekia,"Icicle Rain",j236B+C,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;1848 with 6 hits. See notes&quot;&gt;2101*&lt;/span&gt;",5,,,Projectile,special,+7~+16
Londrekia,"Snow Blossom (A)",22A,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;903 with debuff&quot;&gt;664&lt;/span&gt;",,,,Projectile,special,
Londrekia,"Snow Blossom (A)",22[A],"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;903 with debuff&quot;&gt;664&lt;/span&gt;",,,,Projectile,special,
Londrekia,"Snow Blossom (B)",22B,"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;903 with debuff&quot;&gt;664&lt;/span&gt;",,,,Projectile,special,
Londrekia,"Snow Blossom (B)",22[B],"&lt;span style=&quot;cursor:help;   border-bottom:1px dashed;&quot; title=&quot;903 with debuff&quot;&gt;664&lt;/span&gt;",,,,Projectile,special,
Londrekia,"Snow Blossom (C)",22C,1518,,,,Projectile,special,
Londrekia,Throw,A+D,1607,4,,,Throw,other,+35
Londrekia,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Merkava,,2A,"168×2 (356)",6,,,"Strike, Foot",normal,-2
Merkava,,2B,"245×2 (475)",7,,,"Strike, Foot",normal,-5
Merkava,,2C,580,12,,,"Strike, Foot",normal,-15
Merkava,,2CC,536,,,,Strike,normal,-11
Merkava,,3C,"612, 488 (1041)","7, ??",,,Strike,normal,-9~+1
Merkava,,3[C],612,7,,,Strike,normal,
Merkava,,4B,666,"10, 12",,,Strike,normal,-6
Merkava,,4C,862,28,,,Strike,normal,-11
Merkava,,5A,180,8,,,Strike,normal,-2
Merkava,,5B,460,11,,,Strike,normal,-12
Merkava,,5BB,383,,,,Strike,normal,-14
Merkava,,5C,690,14,,,Strike,normal,-11
Merkava,,5[C],805,26,,,Strike,normal,-10
Merkava,,66B,"420×2 (802)",7,,,"Strike, Foot",normal,-2
Merkava,,66C,"442, 800 (1178)","6, ??",,,Strike,normal,-7~-2
Merkava,,6C,774,18,,,Strike,normal,-8
Merkava,,6[C],862,28,,,Strike,normal,-9
Merkava,,j2C,410,10,,,"Strike, Head",normal,-12~+1
Merkava,,jA,180,9,,,"Strike, Head",normal,"-7~+9 Assault -4~+9"
Merkava,,jB,"280×2 (546)",10,,,"Strike, Head",normal,
Merkava,,jC,640,15,,,"Strike, Head",normal,
Merkava,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Merkava,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Merkava,"I, Agitate",B+C,1426~1790,12,,,Strike,other,-9
Merkava,"I, Agitate (Vorpal)",B+C,1526~1890,11,,,Strike,other,-9
Merkava,"I, Alienate",j4~4/j4AB,,,,18,,special,
Merkava,"I, Ascend to the Sky",7/8/9,,17,,,,special,
Merkava,"I, Breathe Out",j214A,710,14,,,Projectile,special,
Merkava,"I, Breathe Out",j214B,710,15,,,Projectile,special,
Merkava,"I, Breathe Out",j214C,"555×2, 999 (1725)",4+2,,,Projectile,special,
Merkava,"I, Breathe Out",j214[A],"560, 515 (1075)",21,,,Projectile,special,
Merkava,"I, Breathe Out",j214[B],"560, 515 (1075)",21,,,Projectile,special,
Merkava,"I, Capture and Devour",214A,1517,13~23,,,Strike,special,-14~-13
Merkava,"I, Capture and Devour",214B,1517,11~21,,,Strike,special,
Merkava,"I, Capture and Devour",214C,1985,"4+1 ~ 14+1",,,Strike,special,-12~-2
Merkava,"I, Defile",A+B+C+D,3780,1+14,2,51,Strike,super,-25
Merkava,"I, Drill Through",236A,"230, 165×7 (1385)",9,,,Strike,special,-5
Merkava,"I, Drill Through",236B,"260, 187×7 (1569)",13,,,Strike,special,-6
Merkava,"I, Drill Through",236C,"170, 119×15 (1955)",4+8,16,22,Strike,special,-4
Merkava,"I, Drill Through",236[B],"200, 128×11 (1608)",25,,,Strike,special,-4
Merkava,"I, Penetrate the Clear Skies",623A,"260, 195×6 (1430)",14,,,Strike,special,+1
Merkava,"I, Penetrate the Clear Skies",623B,"160, 112×13 (1616)",7,,,Strike,special,-8~-9
Merkava,"I, Penetrate the Clear Skies",623C,"190, 127×13 (1841)",4+3,,,Strike,special,-36
Merkava,"I, Persistently Cling",22A,427,,,,Strike,special,
Merkava,"I, Persistently Cling",22B,427×2,,,,Strike,special,
Merkava,"I, Persistently Cling",22C,427×3×3,18,,,Strike,special,-3
Merkava,"I, Persistently Cling",22[B],427×3,,,,Strike,special,
Merkava,"I, Rampage",236BC,2109,10,,,,special,-9~-4
Merkava,"I, Resentfully Rage",41236D,3519,1+8,,,,super,-30
Merkava,"I, Revile",2B+C,730,11,,,Strike,other,-7
Merkava,"I, Revile (Increase)",2[B]+[C],780,19,,,Strike,other,0
Merkava,"I, Revile (Increase, Vorpal)",2[B]+[C],780,19,,,Strike,other,0
Merkava,"I, Revile (Vorpal)",2B+C,730,11,,,Strike,other,-7
Merkava,"I, Soar Through the Sky",66,666,20,,,Head,special,
Merkava,"Steer Ender",A+B,,,,,Strike,other,-4
Merkava,Throw,A+D,1110~1745,4,,,Throw,other,"+29 (hit)"
Merkava,"Veil Off",A+B+C,0,15,2,,Strike,other,-23
Mika,,2A,160,5,2,12,"Strike, Foot",normal,-2
Mika,,2B,480,6,6,14,"Strike, Foot",normal,-4
Mika,,2C,670,13,3,23,Strike,normal,-8
Mika,,3B,650,13,11,12,Strike,normal,-7~+2
Mika,,3C,612,9,2,22,Strike,normal,-6
Mika,,5A,190,5,2,12,Strike,normal,-2
Mika,,5A+B,"2 hits: 800&lt;br&gt;&quot;2nd hit only:&quot; 840",9,,,Strike,other,-4
Mika,,5B,540,7,5,17,Strike,normal,-6
Mika,,5BB,790,16,4,28,Projectile,normal,-8
Mika,,5C,710,11,3,19,Strike,normal,-4
Mika,,5[C],780,21,4,23,,normal,-1
Mika,,66B,"2 hits: 802&lt;br&gt;&quot;2nd hit only&quot;: 550","8, 15",19,15,"Strike, Foot",normal,-8~+4
Mika,,66C,1040,26,6,,Strike,normal,-10~-2
Mika,,jA,150,7,3,14,"Strike, Head",normal,
Mika,,jAA,540,5,2(4)2(2)2(4)3,21,"Strike, Head",normal,+4
Mika,,jB,450,8,5,15,"Strike, Head",normal,
Mika,,jC,620,12,4,18,"Strike, Head",normal,
Mika,,j[C],780,19,4,20,"Strike, Head",normal,
Mika,"Cross Cast&amp;#32;Veil Off",A+B+C,0,2,4,20,Strike,other,+3
Mika,"Guard Thrust",6A+B+C,0,15,5,26,Strike,other,-12
Mika,"Mika&#039;s Cannon",214A,1350,"16 (9 for hitstun)",9,20,Throw,special,
Mika,"Mika&#039;s Cannon",214B,1620,"27 (17 for hitstun)",12,20,Throw,special,
Mika,"Mika&#039;s Cannon",214C,2080,"14 (1+5 for hitstun)","Until Landing+2",20,Throw,special,
Mika,"Mika&#039;s Crash",B+C,855,21,10,48,Strike,other,-23
Mika,"Mika&#039;s Crash",jB+C,855,15,"Until Landing+10",56,"Strike, Head",other,-31
Mika,"Mika&#039;s Crash",j[B]+[C],1222,26,"Until Landing+10",56,"Strike, Head",other,-31
Mika,"Mika&#039;s Crash",j[B]+[C],1222,29,"Until Landing+10",56,"Strike, Head",other,-31
Mika,"Mika&#039;s Crash",[B]+[C],1222,26,9,48,Strike,other,-23
Mika,"Mika&#039;s Crash",[B]+[C],1222,29,9,48,Strike,other,-23
Mika,"Mika&#039;s Galaxy",A+B+C+D,3750,1+14,2,51,Strike,super,-25
Mika,"Mika&#039;s Hip Attack",360C,"777 + 380 + 890 / 777 + 522 + 1246 (2047~2545)",5,,,Throw,special,
Mika,"Mika&#039;s Homing Missile",236C~1/3X,800,10,16,,"Strike, Dive",special,
Mika,"Mika&#039;s Homing Missile",236C~2X,800,10,16,,"Strike, Dive",special,
Mika,"Mika&#039;s Homing Missile",236C~4/6X,800,10,16,,"Strike, Dive",special,
Mika,"Mika&#039;s Homing Missile",236C~7/9X,800,10,16,6,"Strike, Dive",special,
Mika,"Mika&#039;s Homing Missile",236C~8X,800,8,16,7,"Strike, Dive",special,
Mika,"Mika&#039;s Homing Missile",236X~1/3X,750,12,16,,"Strike, Dive",special,
Mika,"Mika&#039;s Homing Missile",236X~2X,750,12,16,,"Strike, Dive",special,
Mika,"Mika&#039;s Homing Missile",236X~4/6X,750,12,16,,"Strike, Dive",special,
Mika,"Mika&#039;s Homing Missile",236X~7/9X,750,12,12,6,"Strike, Dive",special,
Mika,"Mika&#039;s Homing Missile",236X~8X,750,9,10,6,"Strike, Dive",special,
Mika,"Mika&#039;s Impact (A)",22A,870,18,,,Strike,special,-3
Mika,"Mika&#039;s Impact (B)",22B,980,27,,,Strike,special,-6
Mika,"Mika&#039;s Impact (C)",22C,"1150 , 1150",16,,,Strike,special,-7
Mika,"Mika&#039;s Impact (Follow-up)",22X~X,1150,7,3,,Strike,special,-28
Mika,"Mika&#039;s Missile",236A,750,16,15,20,Strike,special,"-12 to +7"
Mika,"Mika&#039;s Missile",236B,750,13,27,28,Strike,special,"-33 to -7"
Mika,"Mika&#039;s Missile",236C,1836,5,17,25,Strike,special,"-12 to +4"
Mika,"Mika&#039;s Missile",j236A,750,14,15,20,"Strike, Dive",special,"-13 to +1"
Mika,"Mika&#039;s Missile",j236B,750,16,20,-,"Strike, Dive",special,-2
Mika,"Mika&#039;s Missile",j236C,800,1+4,20,-,"Strike, Dive",special,-19~+5
Mika,"Mika&#039;s Press",2B+C,790,25,,,Strike,other,-3
Mika,"Mika&#039;s Revolution",41236D,3562,8,,,Strike,super,-42
